Name,File Name,Puzzle Type,Score,Solved?
.git/objects/b8,ee5899207087a3a921397f948e977827c366e7,Invalid,,Ungradeable
.git/objects/bc,39e5d3859c8e04cfb78254b64722c79e97a962,Invalid,,Ungradeable
.git/objects/bc,7ac2dd3a142ae05e249f944a5374f22fdc0afc,Invalid,,Ungradeable
.git/objects/bd,34f0c7abd1e7bcc56e7644e497bec76a38d4e8,Invalid,,Ungradeable
.git/objects/c0,76da03038483c6ce36fb8a8ab5daff59cec4b8,Invalid,,Ungradeable
.git/objects/c1,c4c12d6293efb2d4eb7ea0a1d8d4ce7143ec62,Invalid,,Ungradeable
.git/objects/c3,0efbed38998af4a1a438c55b3be931492d7b1a,Invalid,,Ungradeable
.git/objects/c3,ee3ef26522cd54e482949c552054b6b7252cfd,Invalid,,Ungradeable
.git/objects/c4,cdf4e6c2ed1424bc990fc971b12121d5f548f6,Invalid,,Ungradeable
.git/objects/c7,9d51ee3b0e7df621e8c373e388369be6871eea,Invalid,,Ungradeable
.git/objects/c8,3c95965b0c2a621649f42dbded6a7cb1c29372,Invalid,,Ungradeable
.git/objects/c8,bdbb6e7fb74ace143e82eb8ec717a27d88b551,Invalid,,Ungradeable
.git/objects/c9,5a03a69998785650a4341566e918c1fdc323e4,Invalid,,Ungradeable
.git/objects/c9,b13f3cd6c7b6dd646d923ac69430e91a90253d,Invalid,,Ungradeable
.git/objects/ca,a8c4b4a477f20ee37a18a0f2c3b979a06d10f2,Invalid,,Ungradeable
.git/objects/cd,0319ba8219a82cd72f976a506a594ba047a01f,Invalid,,Ungradeable
.git/objects/cf,3c9fc8d148753f17ecd758aa095693dd5a8bec,Invalid,,Ungradeable
.git/objects/d1,0cae464bd5ffda4cd9fbb17d26992a50efb452,Invalid,,Ungradeable
.git/objects/d2,815ff485be93767a5ff8966cf9a4f3eecfe264,Invalid,,Ungradeable
.git/objects/d6,d1737130f4d8cc3857bdd2b8bae07164ff9b2d,Invalid,,Ungradeable
.git/objects/d7,1bf1a26f8fe0ff56ae73d1d3d06ef6fc2945a3,Invalid,,Ungradeable
.git/objects/d7,24f0a6bed5ed1b7fbbdd04312e30ef00027f04,Invalid,,Ungradeable
.git/objects/db,9d11bfd561b60a9196b5cb8a19c4d3adb5ea7d,Invalid,,Ungradeable
.git/objects/e0,164f35715f8f7caf904e65aa11ffbfa1abfc3b,Invalid,,Ungradeable
.git/objects/e3,b27a777fdf260cb2e8d178ea9a06db21015bcc,Invalid,,Ungradeable
.git/objects/e7,3fbee2e7519f053473abde442275f04edf7d84,Invalid,,Ungradeable
.git/objects/e7,a15ea50fad8466c68c098dcbfa765fe3841d14,Invalid,,Ungradeable
.git/objects/ea,d9fd3f7e79249bb401634cfd1f9d1a418ab148,Invalid,,Ungradeable
.git/objects/eb,aec7b3c3ad5f37e23d387cfa31138772c9b0d0,Invalid,,Ungradeable
.git/objects/ec,b3cb92ef6277348929b4ba2be070a2ae364edb,Invalid,,Ungradeable
.git/objects/ec,fc4b655aed8f668085fbc1ce3f8f978b0ecfe6,Invalid,,Ungradeable
.git/objects/ed,b78a080021f4aadd9282d568d23d12802b99f2,Invalid,,Ungradeable
.git/objects/ee,82f25640d86fb321b0a317ee530a2c513691c2,Invalid,,Ungradeable
.git/objects/f0,66edb5775fe184d85f417cb4ed8488f12b721d,Invalid,,Ungradeable
.git/objects/f1,206c3bd20b41b4f41bd1f0f43e2233a3923ec6,Invalid,,Ungradeable
.git/objects/f2,0eca725e5e8d36a6cbb2711b80edc6ca885fed,Invalid,,Ungradeable
.git/objects/f4,834444df2e00d85fb35474a4e35c2e72003ab5,Invalid,,Ungradeable
.git/objects/f7,2c201c8e0557aa7779c4a1792f661cbc6721d8,Invalid,,Ungradeable
.git/objects/f9,52428dc2d7adfc8d984b8cc63d2d07559f74fb,Invalid,,Ungradeable
.git/objects/fa,0bef06d2dfe688c32964165acc723ee0aa34ab,Invalid,,Ungradeable
.git/objects/fa,6abdfb6fbbc8b5e54fd9b7166a2fc06f664241,Invalid,,Ungradeable
.git/objects/fb,90e5f87d74454cf8e046e8735117beb2e0adfd,Invalid,,Ungradeable
.git/objects/fc,4d2e819fc655155c3a2dcd2b4d3bc16204b1fc,Invalid,,Ungradeable
.git/objects/fc,d6e4830ba83b9db7f843b8ed53db4d3a697913,Invalid,,Ungradeable
.git/objects/info,Empty folder,,Ungradeable
.git/objects/pack,pack-009f995d6af98ac798eeb98a4ee12bd26a998ea4.idx,Invalid,,Ungradeable
.git/objects/pack,pack-009f995d6af98ac798eeb98a4ee12bd26a998ea4.pack,Invalid,,Ungradeable
.git/objects/pack,pack-05886b7bef340facfa490555066461f921e4359b.idx,Invalid,,Ungradeable
.git/objects/pack,pack-05886b7bef340facfa490555066461f921e4359b.pack,Invalid,,Ungradeable
.git/objects/pack,pack-a924c88f28f1e8b5930055045f30a0ec82af7ac9.idx,Invalid,,Ungradeable
.git/objects/pack,pack-a924c88f28f1e8b5930055045f30a0ec82af7ac9.pack,Invalid,,Ungradeable
.git/objects/pack,pack-be00461c220b975034089981f7e091506d4a4364.idx,Invalid,,Ungradeable
.git/objects/pack,pack-be00461c220b975034089981f7e091506d4a4364.pack,Invalid,,Ungradeable
.git/objects/pack,pack-d381bf4411917cff72908e70ad226373173c7662.idx,Invalid,,Ungradeable
.git/objects/pack,pack-d381bf4411917cff72908e70ad226373173c7662.pack,Invalid,,Ungradeable
.git/objects/pack,pack-e04d66c411ff1c4114aa7531b6c4e40e394ab70f.idx,Invalid,,Ungradeable
.git/objects/pack,pack-e04d66c411ff1c4114aa7531b6c4e40e394ab70f.pack,Invalid,,Ungradeable
.git,packed-refs,Invalid,,Ungradeable
.git/refs/heads,batch-grader,Invalid,,Ungradeable
.git/refs/heads,dev,Invalid,,Ungradeable
.git/refs/heads,dev-my-self,Invalid,,Ungradeable
.git/refs/heads,master,Invalid,,Ungradeable
.git/refs/heads,OLD-Kevin,Invalid,,Ungradeable
.git/refs/heads/pr,315,Invalid,,Ungradeable
.git/refs/heads/pr,318,Invalid,,Ungradeable
.git/refs/heads/pr,321,Invalid,,Ungradeable
.git/refs/heads,test,Invalid,,Ungradeable
.git/refs/heads,ui-problem-309,Invalid,,Ungradeable
.git/refs/heads,ui-problem-for-saving-function,Invalid,,Ungradeable
.git/refs/heads,ui-saving-function,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,222-bug-selecting-a-rule-overlaps-other-rule-tabs,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,264-enhancement-allow-user-to-use-ctrl+shift+z-or-ctrl+y-for-redo,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,apply-button-grey-out-fix,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,cannotreachpathing,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,dev,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,fix_no_number_contradiction,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,general_algorithm,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,HEAD,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,issue138-stt-save-bugs,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,master,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,mustlightfix,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,native-binary-windows,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,new_puzzle-skyscrapers,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,OLD-Jacob,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,OLD-JavaFxPort,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,OLD-Kevin,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,OLD-main,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,OLD-ManualPuzzleCreation,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,OLD-Mariano,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,OLD-PuzzleGenerator,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,OLD-RippleEffect,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,OLD-Sissi,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,OLD-Skyscrapers,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,OLD-TreeTent,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,puzzle-editor,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,scroll_speed_fix,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,shortcuts_issue38_macOS-commands,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,UI-101-issue,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,ui-103-menu-improvements,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,ui-241,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,ui-ctrl-+Y-for-undo,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,UI-Home-panel-preferences-option-does-not-pull-up-preferences-menu,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,UI-problem-for-allow-user-to-use-Ctrl+Shift+Z-or-Ctrl+Y-for-Redo,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,ui-problem-for-the-treeview-zoomfit()-long-term-fix,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,ui-problem-with-the-fix-the-space-in-perference-menu-and-may-fixed-the-apply,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-19690ao,WhiteBottleNeck_fix,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-BoZhiDeng,dev,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-BoZhiDeng,HEAD,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-BoZhiDeng,master,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-BoZhiDeng,patch-1,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-BoZhiDeng,patch-2,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,222-bug-selecting-a-rule-overlaps-other-rule-tabs,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,264-enhancement-allow-user-to-use-ctrl+shift+z-or-ctrl+y-for-redo,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,apply-button-grey-out-fix,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,dev,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,fix_no_number_contradiction,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,general_algorithm,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,HEAD,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,issue138-stt-save-bugs,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,master,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,native-binary-windows,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,new_puzzle-skyscrapers,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,OLD-Jacob,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,OLD-JavaFxPort,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,OLD-Kevin,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,OLD-main,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,OLD-ManualPuzzleCreation,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,OLD-Mariano,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,OLD-PuzzleGenerator,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,OLD-RippleEffect,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,OLD-Sissi,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,OLD-Skyscrapers,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,OLD-TreeTent,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,puzzle-editor,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,scroll_speed_fix,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,shortcuts_issue38_macOS-commands,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,UI-101-issue,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,ui-103-menu-improvements,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,ui-241,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,ui-ctrl-+Y-for-undo,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,UI-Home-panel-preferences-option-does-not-pull-up-preferences-menu,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,UI-problem-for-allow-user-to-use-Ctrl+Shift+Z-or-Ctrl+Y-for-Redo,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,ui-problem-for-the-treeview-zoomfit()-long-term-fix,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,ui-problem-with-the-fix-the-space-in-perference-menu-and-may-fixed-the-apply,Invalid,,Ungradeable
.git/refs/remotes/github-desktop-Tripplenut,WhiteBottleNeck_fix,Invalid,,Ungradeable
.git/refs/remotes/origin,batch-grader,Invalid,,Ungradeable
.git/refs/remotes/origin,dev,Invalid,,Ungradeable
.git/refs/remotes/origin,HEAD,Invalid,,Ungradeable
.git/refs/remotes/origin,master,Invalid,,Ungradeable
.git/refs/remotes/origin,ui-problem-309,Invalid,,Ungradeable
.git/refs/remotes/origin,ui-problem-for-saving-function,Invalid,,Ungradeable
.git/refs/remotes/origin,ui-saving-function,Invalid,,Ungradeable
.git/refs/remotes/upstream,222-bug-selecting-a-rule-overlaps-other-rule-tabs,Invalid,,Ungradeable
.git/refs/remotes/upstream,264-enhancement-allow-user-to-use-ctrl+shift+z-or-ctrl+y-for-redo,Invalid,,Ungradeable
.git/refs/remotes/upstream,apply-button-grey-out-fix,Invalid,,Ungradeable
.git/refs/remotes/upstream,dev,Invalid,,Ungradeable
.git/refs/remotes/upstream,fix_no_number_contradiction,Invalid,,Ungradeable
.git/refs/remotes/upstream,general_algorithm,Invalid,,Ungradeable
.git/refs/remotes/upstream,HEAD,Invalid,,Ungradeable
.git/refs/remotes/upstream,issue138-stt-save-bugs,Invalid,,Ungradeable
.git/refs/remotes/upstream,master,Invalid,,Ungradeable
.git/refs/remotes/upstream,native-binary-windows,Invalid,,Ungradeable
.git/refs/remotes/upstream,new_puzzle-skyscrapers,Invalid,,Ungradeable
.git/refs/remotes/upstream,OLD-Jacob,Invalid,,Ungradeable
.git/refs/remotes/upstream,OLD-JavaFxPort,Invalid,,Ungradeable
.git/refs/remotes/upstream,OLD-Kevin,Invalid,,Ungradeable
.git/refs/remotes/upstream,OLD-main,Invalid,,Ungradeable
.git/refs/remotes/upstream,OLD-ManualPuzzleCreation,Invalid,,Ungradeable
.git/refs/remotes/upstream,OLD-Mariano,Invalid,,Ungradeable
.git/refs/remotes/upstream,OLD-PuzzleGenerator,Invalid,,Ungradeable
.git/refs/remotes/upstream,OLD-RippleEffect,Invalid,,Ungradeable
.git/refs/remotes/upstream,OLD-Sissi,Invalid,,Ungradeable
.git/refs/remotes/upstream,OLD-Skyscrapers,Invalid,,Ungradeable
.git/refs/remotes/upstream,OLD-TreeTent,Invalid,,Ungradeable
.git/refs/remotes/upstream,puzzle-editor,Invalid,,Ungradeable
.git/refs/remotes/upstream,scroll_speed_fix,Invalid,,Ungradeable
.git/refs/remotes/upstream,shortcuts_issue38_macOS-commands,Invalid,,Ungradeable
.git/refs/remotes/upstream,UI-101-issue,Invalid,,Ungradeable
.git/refs/remotes/upstream,ui-103-menu-improvements,Invalid,,Ungradeable
.git/refs/remotes/upstream,ui-241,Invalid,,Ungradeable
.git/refs/remotes/upstream,ui-ctrl-+Y-for-undo,Invalid,,Ungradeable
.git/refs/remotes/upstream,UI-Home-panel-preferences-option-does-not-pull-up-preferences-menu,Invalid,,Ungradeable
.git/refs/remotes/upstream,UI-problem-for-allow-user-to-use-Ctrl+Shift+Z-or-Ctrl+Y-for-Redo,Invalid,,Ungradeable
.git/refs/remotes/upstream,ui-problem-for-the-treeview-zoomfit()-long-term-fix,Invalid,,Ungradeable
.git/refs/remotes/upstream,ui-problem-with-the-fix-the-space-in-perference-menu-and-may-fixed-the-apply,Invalid,,Ungradeable
.git/refs/remotes/upstream,WhiteBottleNeck_fix,Invalid,,Ungradeable
.git/refs/tags,1.9.0,Invalid,,Ungradeable
.git/refs/tags,1.9.1,Invalid,,Ungradeable
.git/refs/tags,2.0,Invalid,,Ungradeable
.git/refs/tags,2.1,Invalid,,Ungradeable
.git/refs/tags,3.0.0,Invalid,,Ungradeable
.git/refs/tags,3.0.0-beta,Invalid,,Ungradeable
.git/refs/tags,3.0.1-beta,Invalid,,Ungradeable
.git/refs/tags,v2.1.1,Invalid,,Ungradeable
.git/refs/tags,v3.0.0,Invalid,,Ungradeable
.git/refs/tags,v3.0.0-beta,Invalid,,Ungradeable
.git/refs/tags,v3.0.2-beta,Invalid,,Ungradeable
.git/refs/tags,v4.0.0,Invalid,,Ungradeable
.git/refs/tags,v4.0.0-beta,Invalid,,Ungradeable
.github/ISSUE_TEMPLATE,bug_report.yml,Invalid,,Ungradeable
.github/ISSUE_TEMPLATE,enhancement_request.yml,Invalid,,Ungradeable
.github/ISSUE_TEMPLATE,feature_request.yml,Invalid,,Ungradeable
.github,pull_request_template.md,Invalid,,Ungradeable
.github/workflows,gradle.yml,Invalid,,Ungradeable
.gradle/5.0/fileChanges,last-build.bin,Invalid,,Ungradeable
.gradle/5.0/fileContent,fileContent.lock,Invalid,,Ungradeable
.gradle/5.0/fileHashes,fileHashes.bin,Invalid,,Ungradeable
.gradle/5.0/fileHashes,fileHashes.lock,Invalid,,Ungradeable
.gradle/5.0/fileHashes,resourceHashesCache.bin,Invalid,,Ungradeable
.gradle/5.0,gc.properties,Invalid,,Ungradeable
.gradle/5.0/javaCompile,classAnalysis.bin,Invalid,,Ungradeable
.gradle/5.0/javaCompile,jarAnalysis.bin,Invalid,,Ungradeable
.gradle/5.0/javaCompile,javaCompile.lock,Invalid,,Ungradeable
.gradle/5.0/javaCompile,taskHistory.bin,Invalid,,Ungradeable
.gradle/5.0/taskHistory,taskHistory.bin,Invalid,,Ungradeable
.gradle/5.0/taskHistory,taskHistory.lock,Invalid,,Ungradeable
.gradle/5.0/vcsMetadata-1,Empty folder,,Ungradeable
.gradle/buildOutputCleanup,buildOutputCleanup.lock,Invalid,,Ungradeable
.gradle/buildOutputCleanup,cache.properties,Invalid,,Ungradeable
.gradle/buildOutputCleanup,outputFiles.bin,Invalid,,Ungradeable
.gradle/vcs-1,gc.properties,Invalid,,Ungradeable
.idea,.name,Invalid,,Ungradeable
.idea/codeStyles,codeStyleConfig.xml,Invalid,,Ungradeable
.idea/codeStyles,Project.xml,Invalid,,Ungradeable
.idea,compiler.xml,Invalid,,Ungradeable
.idea,gradle.xml,Invalid,,Ungradeable
.idea,jarRepositories.xml,Invalid,,Ungradeable
.idea,misc.xml,Invalid,,Ungradeable
.idea,vcs.xml,Invalid,,Ungradeable
.idea,workspace.xml,Invalid,,Ungradeable
bin/main/edu/rpi/.metadata/.plugins/org.eclipse.jdt.ui,dialog_settings.xml,Invalid,,Ungradeable
bin/main/edu/rpi/.metadata/.plugins/org.eclipse.m2e.logback.configuration,logback.1.6.0.20150526-2032.xml,Invalid,,Ungradeable
bin/main/edu/rpi/.metadata/.plugins/org.eclipse.ui.ide,dialog_settings.xml,Invalid,,Ungradeable
bin/main/edu/rpi/.metadata/.plugins/org.eclipse.ui.intro,dialog_settings.xml,Invalid,,Ungradeable
bin/main/edu/rpi/.metadata/.plugins/org.eclipse.ui.workbench,dialog_settings.xml,Invalid,,Ungradeable
bin/main/edu/rpi/.metadata/.plugins/org.eclipse.ui.workbench,workingsets.xml,Invalid,,Ungradeable
bin/main/edu/rpi/legup/.metadata/.plugins/org.eclipse.jdt.ui,dialog_settings.xml,Invalid,,Ungradeable
bin/main/edu/rpi/legup/.metadata/.plugins/org.eclipse.m2e.logback.configuration,logback.1.6.0.20150526-2032.xml,Invalid,,Ungradeable
bin/main/edu/rpi/legup/.metadata/.plugins/org.eclipse.ui.ide,dialog_settings.xml,Invalid,,Ungradeable
bin/main/edu/rpi/legup/.metadata/.plugins/org.eclipse.ui.workbench,dialog_settings.xml,Invalid,,Ungradeable
bin/main/edu/rpi/legup/.metadata/.plugins/org.eclipse.ui.workbench,workingsets.xml,Invalid,,Ungradeable
bin/main/edu/rpi/legup/images/nurikabe/tiles,BlackTile.png,Invalid,,Ungradeable
bin/main/edu/rpi/legup/images/nurikabe/tiles,NumberTile.png,Invalid,,Ungradeable
bin/main/edu/rpi/legup/images/nurikabe/tiles,UnknownTile.png,Invalid,,Ungradeable
bin/main/edu/rpi/legup/images/nurikabe/tiles,WhiteTile.png,Invalid,,Ungradeable
bin/main/edu/rpi/legup/legup,config,Invalid,,Ungradeable
bin/main/edu/rpi/legup/legup,main_window.fxml,Invalid,,Ungradeable
bin/main/edu/rpi/legup,log4j2.properties,Invalid,,Ungradeable
bin/main/edu/rpi/legup/puzzle/skyscrapers/rules,TODO.md,Invalid,,Ungradeable
bin/main/edu/rpi/legup/puzzle/skyscrapers,TODO.md,Invalid,,Ungradeable
bin/main,log4j2.xml,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/ai,Solver.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/app,Config.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/app,GameBoardFacade.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/app,InvalidConfigException.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/app,LegupPreferences.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/app,PuzzleKeyAccelerator.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/controller,BoardController.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/controller,Controller.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/controller,CursorController$1.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/controller,CursorController.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/controller,EditorElementController.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/controller,ElementController.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/controller,RuleController.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/controller,ToolbarController.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/controller,TreeController.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,AddTreeElementCommand.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,ApplyDefaultDirectRuleCommand.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,AutoCaseRuleCommand.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,CommandError.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,CommandState.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,DeleteTreeElementCommand.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,EditDataCommand.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,History.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,ICommand.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,IHistoryListener.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,IHistorySubject.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,InvalidCommandStateTransition.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,MergeCommand.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,PuzzleCommand.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,ValidateDirectRuleCommand.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,ValidateCaseRuleCommand.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/history,ValidateContradictionRuleCommand.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup,Legup.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/elements,Element.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/elements,ElementType.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/elements,NonPlaceableElement.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/elements,PlaceableElement.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/elements,RegisterElement.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/gameboard,Board.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/gameboard,CaseBoard.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/gameboard,ElementFactory.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/gameboard,GridBoard.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/gameboard,GridCell.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/gameboard,PuzzleElement.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/observer,IBoardListener.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/observer,IBoardSubject.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/observer,ITreeListener.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/observer,ITreeSubject.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model,Puzzle$1.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model,Puzzle.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model,PuzzleExporter.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model,PuzzleImporter.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model,RegisterPuzzle.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/rules,DirectRule.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/rules,CaseRule.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/rules,ContradictionRule.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/rules,MergeRule.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/rules,RegisterRule.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/rules,Rule.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/rules,RuleType.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/tree,Tree.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/tree,TreeElement.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/tree,TreeElementType.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/tree,TreeNode.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/model/tree,TreeTransition.class,Invalid,,Ungradeable
build/classes/java/main/edu/rpi/legup/puzzle/battleship,Battleship.class,Invalid,,Ungradeable
